DrugBank ID,Name,PubChem Compound ID,STICH_ID,SE.NAME
DB00162,Vitamin A,445354,CID000445354,Anaphylactic shock<br>Hypersensitivity
DB00165,Pyridoxine,1054,CID000001054,Headache<br>Nausea<br>Paraesthesia<br>Neuropathy peripheral<br>Somnolence
DB00175,Pravastatin,54687,CID000054687,Abdominal distension<br>Gastrointestinal pain<br>Abdominal pain<br>Alopecia<br>Amnesia<br>Anaphylactic shock<br>Anaemia<br>Haemolytic anaemia<br>Angina pectoris<br>Angioedema<br>Decreased appetite<br>Anxiety<br>Arrhythmia<br>Arthralgia<br>Musculoskeletal discomfort<br>Arthritis<br>Asthenia<br>Breast feeding<br>Chest pain<br>Nasopharyngitis<br>Rhinitis<br>Infection<br>Confusional state<br>Feeling abnormal<br>Constipation<br>Cough<br>Depression<br>Dermatitis<br>Dermatomyositis<br>Diarrhoea<br>Diplopia<br>Dizziness<br>Dysgeusia<br>Dyspepsia<br>Dyspnoea<br>Dysuria<br>Oedema<br>Endophthalmitis<br>Panophthalmitis<br>Eosinophilia<br>Toxic epidermal necrolysis<br>Erythema multiforme<br>Rash<br>Fatigue<br>Body temperature increased<br>Flatulence<br>Flushing<br>Gynaecomastia<br>Headache<br>Cardiac disorder<br>Hepatitis<br>Hypersensitivity<br>Hypertension<br>Influenza<br>Jaundice<br>Jaundice cholestatic<br>Renal failure acute<br>Leukopenia<br>Hepatocellular injury<br>Liver disorder<br>Foetor hepaticus<br>Muscle spasms<br>Myopathy<br>Musculoskeletal pain<br>Myocardial infarction<br>Acute coronary syndrome<br>Myoglobin urine present<br>Myoglobinuria<br>Nausea<br>Nervousness<br>Tension<br>Nightmare<br>Nodule<br>Sensory loss<br>Hypoaesthesia<br>Nocturia<br>Ophthalmoplegia<br>IIIrd nerve paralysis<br>Pain<br>Pancreatitis<br>Paraesthesia<br>Neuropathy peripheral<br>Pharyngitis<br>Polymyalgia rheumatica<br>Pruritus<br>Vascular purpura<br>Purpura<br>Respiratory tract infection<br>Rhabdomyolysis<br>Sinusitis<br>Sleep disorder<br>Stevens-Johnson syndrome<br>Thrombocytopenia<br>Tinnitus<br>Tracheobronchitis<br>Tremor<br>Upper respiratory tract infection<br>Urinary tract infection<br>Urticaria<br>Vasculitis<br>Vertigo<br>Viral infection<br>Vomiting<br>Weight increased<br>Weight decreased<br>Injury<br>Chills<br>Hepatic failure<br>Mood swings<br>Affect lability<br>Cataract<br>Hepatic function abnormal<br>Antinuclear antibody positive<br>Blood creatine phosphokinase increased<br>Gamma-glutamyltransferase increased<br>Muscular weakness<br>Hepatic necrosis<br>Blood alkaline phosphatase increased<br>Alanine aminotransferase increased<br>Dry skin<br>Hair disorder<br>Abnormal faeces<br>Interstitial lung disease<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Myalgia<br>Memory impairment<br>Tenderness<br>Dyslipidaemia<br>Erectile dysfunction<br>Muscle swelling<br>Cognitive disorder<br>Vision blurred<br>Photosensitivity reaction<br>Systemic lupus erythematosus<br>VIIth nerve paralysis<br>Facial paresis<br>Transaminases increased<br>Hepatitis chronic active<br>Drug reaction with eosinophilia and systemic symptoms<br>Sexual dysfunction<br>Hot flush<br>Menopausal symptoms<br>Drug interaction<br>Hyperhidrosis<br>Lung infection<br>Liver function test abnormal<br>Insomnia<br>Peripheral nerve palsy<br>Hearing impaired<br>Deafness<br>Lenticular opacities<br>Hepatocellular carcinoma<br>Hepatic cancer<br>Loss of libido<br>Immune-mediated necrotising myopathy<br>Visual impairment
DB00177,Valsartan,60846,CID000060846,Gastrointestinal pain<br>Abdominal pain<br>Alopecia<br>Anaphylactic shock<br>Angioedema<br>Decreased appetite<br>Anxiety<br>Arthralgia<br>Musculoskeletal discomfort<br>Asthenia<br>Atrial fibrillation<br>Back pain<br>Mental disorder<br>Bronchitis<br>Chest pain<br>Infection<br>Connective tissue disorder<br>Constipation<br>Cough<br>Diarrhoea<br>Dizziness<br>Dysgeusia<br>Dyspepsia<br>Dyspnoea<br>Oedema<br>Epistaxis<br>Rash<br>Dermatitis<br>Fatigue<br>Flatulence<br>Gastrointestinal disorder<br>Headache<br>Cardiac disorder<br>Cardiac failure<br>Haemorrhage<br>Haemoglobin<br>Hepatitis<br>Hyperkalaemia<br>Hypersensitivity<br>Hyponatraemia<br>Hypotension<br>Orthostatic hypotension<br>Immune system disorder<br>Renal failure acute<br>Renal failure chronic<br>Mediastinal disorder<br>Muscle spasms<br>Myositis<br>Nausea<br>Nervous system disorder<br>Neutropenia<br>Palpitations<br>Paraesthesia<br>Pharyngitis<br>Pruritus<br>Renal failure<br>Rhabdomyolysis<br>Rhinitis<br>Serum sickness<br>Sinusitis<br>Swelling<br>Loss of consciousness<br>Shock<br>Syncope<br>Thrombocytopenia<br>Upper respiratory tract infection<br>Urethral disorder<br>Urinary tract disorder<br>Urticaria<br>Angiopathy<br>Vasculitis<br>Vertigo<br>Viral infection<br>Vomiting<br>Dry mouth<br>Microcytic anaemia<br>Acute interstitial pneumonitis<br>Idiopathic pulmonary fibrosis<br>Dermatitis bullous<br>Blood urea increased<br>Muscular weakness<br>Hypogeusia<br>Malnutrition<br>Skin disorder<br>Myalgia<br>Abdominal pain upper<br>Dizziness postural<br>Blood creatinine increased<br>Hepatic enzyme increased<br>Erectile dysfunction<br>Vision blurred<br>Photosensitivity reaction<br>Blood pressure increased<br>Blood potassium increased<br>Drug interaction<br>Infestation<br>Insomnia<br>Renal impairment<br>Ageusia<br>Somnolence<br>Loss of libido
DB00178,Ramipril,5362129,CID005362129,Gastrointestinal pain<br>Abdominal pain<br>Agranulocytosis<br>Alopecia<br>Amnesia<br>Haemolytic anaemia<br>Angina pectoris<br>Angioedema<br>Decreased appetite<br>Anxiety<br>Arrhythmia<br>Arthralgia<br>Musculoskeletal discomfort<br>Arthritis<br>Asthenia<br>Atrial fibrillation<br>Mental disorder<br>Breast disorder<br>Bronchospasm<br>Bronchitis<br>Transient ischaemic attack<br>Cerebrovascular disorder<br>Chest pain<br>Confusional state<br>Feeling abnormal<br>Conjunctivitis<br>Connective tissue disorder<br>Constipation<br>Cough<br>Disturbance in sexual arousal<br>Libido decreased<br>Dysphagia<br>Dermatitis<br>Dermatitis exfoliative<br>Diarrhoea<br>Dizziness<br>Dysgeusia<br>Dyspepsia<br>Dyspnoea<br>Oedema<br>Enanthema<br>Endocrine disorder<br>Eosinophilia<br>Toxic epidermal necrolysis<br>Epistaxis<br>Erythema multiforme<br>Rash<br>Fatigue<br>Body temperature increased<br>Flushing<br>Gastritis<br>Gastroenteritis<br>Gastrointestinal disorder<br>Glossitis<br>Gynaecomastia<br>Headache<br>Cardiac failure<br>Hepatitis<br>Hypersensitivity<br>Hypoglycaemia<br>Hyponatraemia<br>Hypotension<br>Orthostatic hypotension<br>Immune system disorder<br>Inappropriate antidiuretic hormone secretion<br>Infarction<br>Influenza<br>Jaundice<br>Jaundice cholestatic<br>Renal failure acute<br>Laryngospasm<br>Leukocytosis<br>Leukopenia<br>Mediastinal disorder<br>Muscle spasms<br>Myocardial infarction<br>Acute coronary syndrome<br>Nasal congestion<br>Nausea<br>Nervous system disorder<br>Nervousness<br>Tension<br>Neuralgia<br>Neutropenia<br>Palpitations<br>Pancreatitis<br>Pancytopenia<br>Paraesthesia<br>Pemphigoid<br>Pemphigus<br>Polyneuropathy<br>Polyuria<br>Urine output increased<br>Proteinuria<br>Protein urine present<br>Pruritus<br>Pulmonary eosinophilia<br>Vascular purpura<br>Purpura<br>Renal artery stenosis<br>Convulsion<br>Salivary hypersecretion<br>Sinusitis<br>Sleep disorder<br>Stevens-Johnson syndrome<br>Stomatitis<br>Cerebrovascular accident<br>Hyperhidrosis<br>Loss of consciousness<br>Shock<br>Syncope<br>Tachycardia<br>Thrombocytopenia<br>Tinnitus<br>Tremor<br>Erythema<br>Upper respiratory tract infection<br>Urinary tract infection<br>Urticaria<br>Vasculitis<br>Vertigo<br>Vomiting<br>Weight increased<br>Dry mouth<br>Peripheral vascular disorder<br>Hepatic failure<br>Burning sensation<br>Agitation<br>Oedema peripheral<br>Onycholysis<br>Lower respiratory tract infection<br>Antinuclear antibody positive<br>Blood urea increased<br>Blood creatinine increased<br>Red blood cell sedimentation rate increased<br>Myocardial ischaemia<br>Renal impairment<br>Hepatocellular injury<br>Liver injury<br>Liver function test abnormal<br>Hepatic necrosis<br>Malnutrition<br>Acute hepatic failure<br>Photosensitivity reaction<br>Skin disorder<br>Abdominal pain upper<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Myalgia<br>Abdominal discomfort<br>Disturbance in attention<br>Psoriasis<br>Erectile dysfunction<br>Dermatitis psoriasiform<br>Hepatobiliary disease<br>Anaphylactic shock<br>Anaphylactoid reaction<br>Depressed mood<br>Rash maculo-papular<br>Hypoperfusion<br>Neuropathy peripheral<br>Asthma<br>Pancreatic enzymes increased<br>Blood potassium increased<br>Balance disorder<br>Vascular stenosis<br>Drug interaction<br>White blood cell count decreased<br>Bilirubin conjugated increased<br>Psychomotor skills impaired<br>Cerebral ischaemia<br>Insomnia<br>Ischaemic stroke<br>Small bowel angioedema<br>Hearing impaired<br>Deafness<br>Parosmia<br>Gastrointestinal inflammation<br>Renal failure<br>Antinuclear antibody increased<br>Ageusia<br>Somnolence<br>Visual impairment
DB00180,Flunisolide,82153,CID000082153,Gastrointestinal pain<br>Abdominal pain<br>Hyperadrenocorticism<br>Anosmia<br>Anxiety<br>Asthenia<br>Back pain<br>Bronchospasm<br>Bronchitis<br>Oral candidiasis<br>Candida infection<br>Capillary fragility<br>Neck pain<br>Chest pain<br>Infection<br>Conjunctivitis<br>Constipation<br>Cushing's syndrome<br>Diarrhoea<br>Dizziness<br>Dysgeusia<br>Dysmenorrhoea<br>Dyspepsia<br>Dyspnoea<br>Ear pain<br>Eczema<br>Oedema<br>Epistaxis<br>Erythema multiforme<br>Rash<br>Dermatitis<br>Eye infection<br>Fatigue<br>Body temperature increased<br>Gastroenteritis<br>Glaucoma<br>Glossitis<br>Headache<br>Dysphonia<br>Hypersensitivity<br>Hypertension<br>Irritability<br>Laryngitis<br>Nasal congestion<br>Nausea<br>Sensory loss<br>Hypoaesthesia<br>Pain<br>Palpitations<br>Pharyngitis<br>Pleurisy<br>Pneumonia<br>Pruritus<br>Rhinitis<br>Sinusitis<br>Sneezing<br>Hyperhidrosis<br>Loss of consciousness<br>Shock<br>Syncope<br>Upper respiratory tract infection<br>Urinary tract infection<br>Urticaria<br>Vaginal infection<br>Vaginal inflammation<br>Vertigo<br>Vomiting<br>Weight increased<br>Wheezing<br>Chills<br>Oedema peripheral<br>Hypokinesia<br>Cataract<br>Migraine<br>Growth retardation<br>Injury<br>Sinus congestion<br>Malnutrition<br>Malaise<br>Discomfort<br>Feeling abnormal<br>Ill-defined disorder<br>Myalgia<br>Musculoskeletal discomfort<br>Chest discomfort<br>Increased appetite<br>Decreased appetite<br>Intraocular pressure increased<br>Dry throat<br>Abdominal discomfort<br>Abdominal distension<br>Stomatitis<br>Nasal septum perforation<br>Nasal discomfort<br>Respiratory tract congestion<br>Pulmonary congestion<br>Oropharyngeal discomfort<br>Oropharyngeal pain<br>Secondary adrenocortical insufficiency<br>Vision blurred<br>Tremor<br>Hyperkinesia<br>Agitation<br>Lymphadenopathy<br>Cough<br>Ear infection<br>Throat irritation<br>Tachycardia<br>Nasopharyngitis<br>Insomnia<br>Ocular discomfort<br>Rhinorrhoea<br>Ageusia<br>Lacrimation increased
DB00181,Baclofen,2284,CID000002284,Gastrointestinal pain<br>Abdominal pain<br>Albuminuria<br>Alopecia<br>Amnesia<br>Anaemia<br>Decreased appetite<br>Anxiety<br>Apnoea<br>Arrhythmia<br>Asthenia<br>Ataxia<br>Back pain<br>Mental disorder<br>Breast disorder<br>Neoplasm malignant<br>Cardiac output decreased<br>Cerebrovascular disorder<br>Chest pain<br>Coma<br>Infection<br>Confusional state<br>Feeling abnormal<br>Connective tissue disorder<br>Constipation<br>Dysphagia<br>Dehydration<br>Depression<br>Dermatitis contact<br>Diarrhoea<br>Diplopia<br>Dizziness<br>Somnolence<br>Osteoarthritis<br>Dysarthria<br>Autonomic nervous system imbalance<br>Dysgeusia<br>Dyskinesia<br>Dyspepsia<br>Dyspnoea<br>Dysuria<br>Oedema<br>Enuresis<br>Rash<br>Dermatitis<br>Eye disorder<br>Fatigue<br>Faecal incontinence<br>Body temperature increased<br>Flatulence<br>Flushing<br>Gastroenteritis<br>Gastrointestinal disorder<br>Gastrointestinal haemorrhage<br>Hallucination<br>Headache<br>Cardiac disorder<br>Subdural haematoma<br>Haematuria<br>Hyperglycaemia<br>Hyperhidrosis<br>Hypertension<br>Hyperventilation<br>Hypotension<br>Orthostatic hypotension<br>Hypothermia<br>Body temperature decreased<br>Conversion disorder<br>Influenza<br>Nephrolithiasis<br>Lethargy<br>Leukocytosis<br>Mediastinal disorder<br>Meningitis<br>Miosis<br>Hypertonia<br>Hypotonia<br>Muscle relaxant therapy<br>Muscle spasticity<br>Mydriasis<br>Nasal congestion<br>Nausea<br>Nervous system disorder<br>Nightmare<br>Sensory loss<br>Hypoaesthesia<br>Nocturia<br>Nystagmus<br>Oliguria<br>Pain<br>Pallor<br>Palpitations<br>Paraesthesia<br>Personality disorder<br>Petechiae<br>Pneumonia<br>Pneumonia aspiration<br>Pruritus<br>Pulmonary embolism<br>Renal failure<br>Rhinitis<br>Convulsion<br>Sepsis<br>Salivary hypersecretion<br>Skin ulcer<br>Speech disorder<br>Cerebrovascular accident<br>Completed suicide<br>Suicide attempt<br>Swelling<br>Loss of consciousness<br>Shock<br>Syncope<br>Tachycardia<br>Thrombophlebitis<br>Tinnitus<br>Tongue disorder<br>Tremor<br>Pollakiuria<br>Urinary incontinence<br>Urethral disorder<br>Urinary tract disorder<br>Urticaria<br>Vaginal infection<br>Vaginal inflammation<br>Angiopathy<br>Vertigo<br>Vomiting<br>Weight increased<br>Weight decreased<br>Dry mouth<br>Urinary retention<br>Chills<br>Ventricular arrhythmia<br>Agitation<br>Mood swings<br>Affect lability<br>Photophobia<br>Oedema peripheral<br>Hepatic function abnormal<br>Drug withdrawal syndrome<br>Deep vein thrombosis<br>Musculoskeletal stiffness<br>Nuchal rigidity<br>Injury<br>Muscular weakness<br>Drug ineffective<br>Opisthotonus<br>Paranoia<br>Blood alkaline phosphatase increased<br>Hyporeflexia<br>Aspartate aminotransferase increased<br>Hypogeusia<br>Accommodation disorder<br>Malnutrition<br>Skin disorder<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Myalgia<br>Musculoskeletal discomfort<br>Muscle twitching<br>Respiratory rate decreased<br>Chest discomfort<br>Retching<br>Disorientation<br>Dysphoria<br>Mental disability<br>Thinking abnormal<br>Memory impairment<br>Pulmonary function test decreased<br>Respiratory depression<br>Euphoric mood<br>Joint swelling<br>Personality change<br>Erectile dysfunction<br>Wound dehiscence<br>Hepatobiliary disease<br>Major depression<br>Vision blurred<br>Akathisia<br>Suicidal ideation<br>Bladder spasm<br>Bladder pain<br>Bradycardia<br>Coordination abnormal<br>Face oedema<br>Visual impairment<br>Sexual dysfunction<br>Gait disturbance<br>Cerebral ischaemia<br>Insomnia<br>Ileus<br>Haematochezia<br>Psychotic disorder<br>Ageusia<br>Ejaculation disorder<br>Hypoxia<br>Hypoventilation<br>Respiratory failure
DB00182,Amphetamine,3007,CID000003007,Gastrointestinal pain<br>Abdominal pain<br>Anaphylactic shock<br>Angioedema<br>Decreased appetite<br>Anxiety<br>Asthenia<br>Chest pain<br>Infection<br>Constipation<br>Sudden death<br>Disturbance in sexual arousal<br>Libido decreased<br>Depression<br>Diarrhoea<br>Dizziness<br>Dyskinesia<br>Dysmenorrhoea<br>Dyspepsia<br>Dyspnoea<br>Toxic epidermal necrolysis<br>Rash<br>Dermatitis<br>Fatigue<br>Body temperature increased<br>Headache<br>Hypersensitivity<br>Hypertension<br>Irritability<br>Myocardial infarction<br>Acute coronary syndrome<br>Nausea<br>Nervousness<br>Tension<br>Palpitations<br>Convulsion<br>Speech disorder<br>Stevens-Johnson syndrome<br>Erythema multiforme<br>Cerebrovascular accident<br>Hyperhidrosis<br>Tachycardia<br>Tooth disorder<br>Tourette's disorder<br>Tremor<br>Urinary tract infection<br>Urticaria<br>Viral infection<br>Vomiting<br>Weight decreased<br>Dry mouth<br>Agitation<br>Mood swings<br>Affect lability<br>Injury<br>Photosensitivity reaction<br>Abdominal pain upper<br>Muscle twitching<br>Gastrointestinal disorder<br>Dysphoria<br>Euphoric mood<br>Erectile dysfunction<br>Blood pressure systolic increased<br>Psychotic disorder<br>Blood pressure increased<br>Tic<br>Cardiomyopathy<br>Insomnia<br>Somnolence
DB00184,Nicotine,89594,CID000089594,Gastrointestinal pain<br>Abdominal pain<br>Amnesia<br>Anaphylactic shock<br>Angioedema<br>Anxiety<br>Aphasia<br>Arrhythmia<br>Arthralgia<br>Musculoskeletal discomfort<br>Arthritis<br>Asthenia<br>Atrial fibrillation<br>Back pain<br>Mental disorder<br>Blister<br>Dermatitis bullous<br>Bronchospasm<br>Bronchitis<br>Chest pain<br>Confusional state<br>Feeling abnormal<br>Constipation<br>Cough<br>Cystitis noninfective<br>Cystitis<br>Bladder pain<br>Dysphagia<br>Diarrhoea<br>Dizziness<br>Drug abuse<br>Dysgeusia<br>Dysmenorrhoea<br>Dyspepsia<br>Dyspnoea<br>Ear pain<br>Oedema<br>Epistaxis<br>Eructation<br>Rash<br>Dermatitis<br>Fatigue<br>Body temperature increased<br>Flatulence<br>Flushing<br>Gastrointestinal disorder<br>Gingivitis<br>Headache<br>Cardiac disorder<br>Cardiac failure<br>Oral herpes<br>Hiccups<br>Dysphonia<br>Hypersensitivity<br>Hypertension<br>Hypotension<br>Immune system disorder<br>Influenza<br>Irritability<br>Muscle spasms<br>Mediastinal disorder<br>Menstrual disorder<br>Nasal congestion<br>Nausea<br>Nervous system disorder<br>Nervousness<br>Tension<br>Nicotine dependence<br>Sensory loss<br>Hypoaesthesia<br>Pain<br>Pallor<br>Palpitations<br>Paraesthesia<br>Pharyngitis<br>Pruritus<br>Respiratory paralysis<br>Rhinitis<br>Salivary hypersecretion<br>Convulsion<br>Shock<br>Sinusitis<br>Sleep disorder<br>Sneezing<br>Gastric ulcer<br>Stomatitis<br>Aphthous stomatitis<br>Mouth ulceration<br>Withdrawal syndrome<br>Completed suicide<br>Loss of consciousness<br>Syncope<br>Tachycardia<br>Thyroid disorder<br>Tongue disorder<br>Tooth disorder<br>Toothache<br>Tremor<br>Erythema<br>Urticaria<br>Vertigo<br>Vomiting<br>Weight increased<br>Dry mouth<br>Burning sensation<br>Agitation<br>Apathy<br>Flat affect<br>Mood swings<br>Affect lability<br>Oedema peripheral<br>Migraine<br>Application site reaction<br>Abnormal faeces<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Myalgia<br>Muscle twitching<br>Chest discomfort<br>Cold sweat<br>Increased appetite<br>Abdominal pain upper<br>Memory impairment<br>Motor dysfunction<br>Tenderness<br>Mental disability<br>Disturbance in attention<br>Eye irritation<br>Abnormal dreams<br>Pain in jaw<br>Tobacco poisoning<br>Nasal discomfort<br>Nasal ulcer<br>Extrasystoles<br>Influenza like illness<br>Oral discomfort<br>Dependence<br>Blood pressure increased<br>Coordination abnormal<br>Fluid retention<br>Hot flush<br>Menopausal symptoms<br>Throat irritation<br>Hyperhidrosis<br>Acne<br>Local swelling<br>Local reaction<br>Laryngeal pain<br>Insomnia<br>Abdominal discomfort<br>Respiratory failure<br>Tobacco withdrawal symptoms<br>Nasopharyngitis<br>Rhinorrhoea<br>Blood pressure fluctuation<br>Somnolence<br>Lacrimation increased<br>Visual impairment
DB00186,Lorazepam,3958,CID000003958,Acidosis<br>Aggression<br>Agranulocytosis<br>Obstructive airways disorder<br>Alopecia<br>Amnesia<br>Hypochromic anaemia<br>Apnoea<br>Arrhythmia<br>Asthenia<br>Ataxia<br>Coagulopathy<br>Coma<br>Infection<br>Confusional state<br>Feeling abnormal<br>Constipation<br>Cystitis noninfective<br>Cystitis<br>Bladder pain<br>Delirium<br>Diplopia<br>Dizziness<br>Somnolence<br>Osteoarthritis<br>Dysarthria<br>Rash<br>Dermatitis<br>Fatigue<br>Gangrene<br>Gastrointestinal haemorrhage<br>Hallucination<br>Headache<br>Cardiac arrest<br>Atrioventricular block<br>Hostility<br>Hypersensitivity<br>Hypertension<br>Pulmonary hypertension<br>Hyperventilation<br>Hyponatraemia<br>Hypotension<br>Hypothermia<br>Body temperature decreased<br>Inappropriate antidiuretic hormone secretion<br>Irritability<br>Jaundice<br>Lethargy<br>Leukocytosis<br>Myoclonus<br>Nausea<br>Nervousness<br>Tension<br>Neuroleptic malignant syndrome<br>Pain<br>Pancytopenia<br>Pericardial effusion<br>Pneumothorax<br>Psychotic disorder<br>Pulmonary oedema<br>Convulsion<br>Salivary hypersecretion<br>Sleep apnoea syndrome<br>Sleep disorder<br>Tachycardia<br>Thrombocytopenia<br>Tremor<br>Urinary incontinence<br>Vertigo<br>Vomiting<br>Dry mouth<br>Chills<br>Ventricular arrhythmia<br>Arterial spasm<br>Stupor<br>Depressed level of consciousness<br>Agitation<br>Pulmonary haemorrhage<br>Injection site reaction<br>Hepatocellular injury<br>Liver injury<br>Liver function test abnormal<br>Injection site pain<br>Blood alkaline phosphatase increased<br>Respiratory arrest<br>Disorientation<br>Mental disability<br>Thinking abnormal<br>Memory impairment<br>Anterograde amnesia<br>Extrapyramidal disorder<br>Pulmonary function test decreased<br>Respiratory depression<br>Euphoric mood<br>Erectile dysfunction<br>Erythema<br>Mania<br>Vision blurred<br>Suicidal ideation<br>Disinhibition<br>Gastrointestinal disorder<br>Balance disorder<br>Bradycardia<br>Instillation site pain<br>Application site pain<br>Paralysis<br>Sedation<br>Visual impairment<br>Thrombocytosis<br>Hypersomnia<br>Respiratory failure<br>Brain oedema<br>Hypoxia<br>Hypoventilation
DB00187,Esmolol,59768,CID000059768,Angina pectoris<br>Angina unstable<br>Angioedema<br>Decreased appetite<br>Anxiety<br>Asthenia<br>Pneumothorax<br>Atelectasis<br>Atrioventricular block<br>Mental disorder<br>Blister<br>Dermatitis bullous<br>Bronchospasm<br>Chest pain<br>Pleuritic pain<br>Nasopharyngitis<br>Rhinitis<br>Confusional state<br>Feeling abnormal<br>Constipation<br>Arteriospasm coronary<br>Dizziness<br>Somnolence<br>Dysgeusia<br>Dyspepsia<br>Dyspnoea<br>Dysuria<br>Ecchymosis<br>Oedema<br>Extravasation<br>Fatigue<br>Body temperature increased<br>Flushing<br>Gastrointestinal disorder<br>Headache<br>Cardiac arrest<br>Cardiac disorder<br>Cardiac failure<br>Cardiac failure congestive<br>Hyperhidrosis<br>Hypertensive crisis<br>Hypotension<br>Inflammation<br>Irritability<br>Myocardial infarction<br>Acute coronary syndrome<br>Nasal congestion<br>Nausea<br>Nervous system disorder<br>Oliguria<br>Pain<br>Pallor<br>Paraesthesia<br>Pharyngitis<br>Pleural effusion<br>Supraventricular extrasystoles<br>Pruritus<br>Psoriasis<br>Pulmonary oedema<br>Rales<br>Rhonchi<br>Convulsion<br>Speech disorder<br>Loss of consciousness<br>Shock<br>Syncope<br>Thrombophlebitis<br>Erythema<br>Urethral disorder<br>Urinary tract disorder<br>Urticaria<br>Angiopathy<br>Ventricular fibrillation<br>Vomiting<br>Wheezing<br>Dry mouth<br>Urinary retention<br>Arterial spasm<br>Agitation<br>Ventricular extrasystoles<br>Myocardial ischaemia<br>Skin exfoliation<br>Skin necrosis<br>Skin discolouration<br>Skin disorder<br>Nodal rhythm<br>Abdominal discomfort<br>Mental disability<br>Thinking abnormal<br>Peripheral ischaemia<br>Induration<br>Pulseless electrical activity<br>Cold sweat<br>Sticky skin<br>Chills<br>Bradycardia<br>Neuropathy peripheral<br>Grand mal convulsion<br>Electrocardiogram ST segment depression<br>Electrocardiogram abnormal<br>Sinus arrest<br>Respiratory failure<br>Renal tubular necrosis<br>Visual impairment
