Drug1,DB_ID1,Drug2,DB_ID2,Cell.line,ZIP,Bliss,Loewe,HSA,ZIPclassification,blissclassification,loeweclassification,hsaclassification,synthetic,classification
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,HT29,-0.36,-7.47,-39.31,-10.85,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,IGROV1,-9.5,-5.54,-13.57,-4.64,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,HOP-92,-4.04,-2.81,-23.49,-2.54,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,HCC-2998,-0.17,-0.03,-22.37,-3.87,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,DU-145,-7.34,-8.03,-8.35,-6.02,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,EKVX,-2.64,-2.83,-2.59,-1.25,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,CCRF-CEM,-1.21,-6.07,-54.81,-7.76,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,A498,-8.66,-3.14,-6.74,-3.76,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,OVCAR3,-4.23,-2.5,-65.2,-5.81,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,HS 578T,-1.74,-7.26,-35.67,-13.01,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,UO-31,-7.5,-5.72,-16.76,-1.74,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,SN12C,-6.19,-4.4,-13.57,-2.54,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,RXF 393,-3.43,-3.33,-5.97,-3.02,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,NCI-H522,-5.35,-2.37,-8.95,-3.18,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,UACC62,-1.76,-1.56,-22.34,-10.18,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,TK-10,-1.55,-0.81,-8.43,-1.93,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,UACC-257,-1.39,-1.22,-12.69,-3.93,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,SR,-12.38,-20.18,-21.19,-19.95,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,METHOTREXATE,DB00563,SK-OV-3,-9.8,-5.97,-32.57,-5.65,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,U251,2.18,7.18,0.96,1.31,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,SF-539,5.88,7.57,0.55,7.56,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,SK-OV-3,7.13,13.54,14.34,14.34,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,MDA-MB-435,2.86,5.09,1.19,0,1,1,1,0,3,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,NCI-H522,-0.95,-1.1,-4.3,-0.77,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,T-47D,-7.74,-9.88,-4.71,-4.57,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,BT-549,3.69,6.47,1.58,1.58,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,UO-31,1.21,6.95,7.92,7.92,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,CAKI-1,5.87,7.62,1.5,4.17,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,SK-MEL-28,3.9,8.48,4.16,3.7,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,CCRF-CEM,-3.89,-2.71,-1.61,-0.56,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,COLO 205,5.91,11.23,9.75,0.93,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,EKVX,-1.33,-4.44,-7.35,-6.94,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,HOP-92,11.99,14.8,6.82,6.82,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,HT29,2.18,4.34,3.68,3.78,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,IGROV1,-0.4,-1.51,-4.64,-3.02,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,HL-60(TB),-13.8,-25.34,-35.53,-27.28,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,MCF7,-1.49,-10.04,-36.71,-19.67,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,MOLT-4,-4,-6.4,-3.84,-4.27,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,K-562,-5.68,-5.58,-7.78,-6.19,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,KM12,1.52,5.45,0.93,6.56,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,LOX IMVI,-3.37,-4.22,-3.7,-2.99,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,OVCAR-8,1.55,3.94,2.86,2.86,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,RPMI-8226,21.79,21.26,5.51,23.63,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,TRETINOIN,DB00755,NCI-H460,-1.9,-2.64,-2.55,-2.62,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,MALME-3M,2.34,4.76,0.37,0.35,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,K-562,6.4,9.84,9.16,9.11,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,NCIH23,6.87,10.56,7.88,7.96,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,NCI\\/ADR-RES,3.97,8.48,7.71,7.91,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,MOLT-4,13.93,18.69,18.03,19.14,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,NCI-H460,0.79,1.56,1.03,1.31,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,SF-295,1.97,3.52,2.16,0.59,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,RPMI-8226,10.16,12.09,10.41,11.62,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,OVCAR-8,2.36,2.29,1.2,1.15,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,ACHN,-0.87,-6.01,-5.19,-5.46,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,A498,-2.67,-4.99,-3.96,-3.5,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,786-0,1.34,1.55,0.03,0.03,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,EKVX,0.92,5.8,5.55,6.24,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,CCRF-CEM,0.98,5.68,7.1,6.5,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,HCT116,2.37,5.45,7.16,7.29,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,HCT-15,5.06,7.71,6.23,6.23,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,HCC-2998,5.16,5.89,2.96,2.96,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,IGROV1,0.87,6.46,6.42,4.89,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,HT29,4.84,9.08,8.45,7.69,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,CAKI-1,5.94,7.27,7.38,3.29,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,UO-31,0.86,4.38,4.74,4.68,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,SK-MEL-28,2.12,4.46,0.5,0.28,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,OVCAR3,3.68,4.64,2.04,1.83,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,SF-539,-0.76,-3.85,-3.86,-3.86,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,U251,3.69,8.06,8.51,8.77,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,SW-620,2.4,8.46,5.76,5.76,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,MITOTANE,DB00648,SR,10.09,15.97,15.8,15.6,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,EKVX,0.51,2.16,0.64,0.64,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,CCRF-CEM,-4.02,-2.05,-7.9,-0.91,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,COLO 205,0.33,1.63,0.11,1.5,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,A549,0.71,2.63,0.84,1.45,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,786-0,-0.58,-0.14,-0.89,-0.38,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,A498,-1.12,-5.66,-7.18,-6.14,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,HT29,3.24,8.25,5.54,6.82,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,HOP-92,-0.93,-1.82,-2.18,-1.72,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,HCT116,0.05,3.11,4.93,4.97,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,HL-60(TB),15.27,13.39,9.07,13.87,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,HCT-15,4.37,4.88,1.63,3.48,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,NCI\\/ADR-RES,0.56,2.61,0.73,1.28,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,MCF7,-0.36,-1.56,-1.92,-2.1,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,MOLT-4,13.29,17.84,16.5,18.27,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,K-562,0.14,6,4.49,6.56,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,SF-295,-0.96,-1.74,-3.16,-2.67,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,RPMI-8226,5.6,7.14,0.67,4.34,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,SR,2.3,4.21,4.28,4.17,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,SNB-75,0.22,2.25,0.5,0.5,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,SF-539,-2.36,-8.15,-8.41,-7.73,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,SK-OV-3,-2.03,-3.19,-4.81,-2.87,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,UACC62,-0.47,-1.47,-1.78,-1.51,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,MDA-MB-468,-0.34,-3.71,-4.93,-4.3,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,T-47D,-0.24,-0.25,-0.65,-0.72,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,CAKI-1,0.89,3.37,2.12,3.49,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,SK-MEL-2,2.78,4.98,2.56,0.79,1,1,1,1,4,synergy
DACARBAZINE,DB00851,MITOTANE,DB00648,SN12C,-0.85,-2.58,-2.82,-2.78,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,PC-3,-1.11,-2.66,-5.17,-4.29,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,RXF 393,-0.32,-0.67,-1.95,-1.53,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,SK-MEL-5,-1.42,-0.11,-3.97,-2.83,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,OVCAR-5,-0.38,-1.89,-3.86,-3.13,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,OVCAR3,-1.25,-1.02,-3.32,-2.17,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,MITOTANE,DB00648,HS 578T,-0.72,-1.17,-4.11,-2.7,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,SN12C,-3.91,-4.75,-7.52,-4.21,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,SK-MEL-2,2.63,4.59,1.53,1.22,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,UO-31,2.29,5.93,6.88,8.15,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,SK-MEL-5,-2.52,-1.92,-4.44,-4.32,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,PC-3,-1.38,-1.21,-2.51,-2.45,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,SK-MEL-28,3.2,4.71,1.34,1.34,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,SK-OV-3,7.77,12.15,14.98,14.96,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,MDA-MB-435,2.6,10.23,6.84,5.64,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,NCI-H522,-3.33,-3.14,-2.03,-1.78,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,T-47D,-3.54,-5.26,-12,-5.06,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,MOLT-4,-4.77,-11.35,-8.76,-9.24,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,MCF7,-6.37,-3.41,-23.05,-3.6,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,KM12,10.86,10.57,17.82,19.94,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,K-562,-7.55,-4.83,-1.02,-0.81,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,LOX IMVI,-7.75,-7.94,-5.09,-4.19,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,OVCAR-8,0.24,2.45,0.91,0.35,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,NCI-H226,1.69,5.11,0.74,3.09,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,NCI-H460,-6.48,-4.05,-3.97,-3.66,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,CCRF-CEM,-7.86,-7.41,-4.27,-3.65,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,DU-145,-1.07,-2.34,-4.36,-4.25,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,A498,2.99,0.3,0.56,0.45,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,786-0,0.15,1.75,0.84,0.2,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,A549,-4.74,-2.48,-11.33,-2.57,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,HOP-92,6.73,12.81,14.11,14.11,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,HOP-62,4.14,4.93,1.35,0.8,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,IGROV1,-6.55,-7.05,-5.55,-5.27,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,HT29,1.01,4.2,5.75,5.86,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,HCC-2998,0.26,2.66,1.27,1.04,1,1,1,1,4,synergy
DACARBAZINE,DB00851,TRETINOIN,DB00755,HL-60(TB),-18.05,-40.83,-36.79,-31.54,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,TRETINOIN,DB00755,HCT116,-2.37,-1.54,-1.33,-1.56,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,SNB-19,2.93,6.2,3.27,2.94,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,SF-539,2.19,8.13,2.09,3.62,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,U251,3.68,6.52,1.27,1.27,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,BT-549,2.48,10.88,7.8,7.8,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,T-47D,1.98,7.35,2.14,2.14,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,MDA-MB-435,3.7,11.19,5.13,5.13,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,PC-3,0.33,2.43,0.81,0.81,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,OVCAR-5,2.52,6.62,2.81,2.15,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,CAKI-1,-3.88,-1.69,-8.38,-1.54,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,SK-MEL-2,6.3,10.11,4.16,4.16,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,MDA-MB-231,-1.93,-0.68,-9.97,-1.09,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,A498,4.17,13.42,7.05,10.76,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,DU-145,0.8,11.06,4.61,10.68,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,EKVX,2.17,6.98,4.3,5.01,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,CCRF-CEM,0.34,2.75,1.25,0.89,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,COLO 205,3.77,9.94,1.07,1.07,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,HCT-15,0.84,3.92,2.74,2.15,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,HOP-62,0.29,3.27,1.97,1.61,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,HOP-92,1.91,9.2,5.93,7.81,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,MALME-3M,0,4.51,3.18,3.16,0,1,1,1,3,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,NCI\\/ADR-RES,1.62,8.32,6.92,6.42,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,NCI-H460,0.25,1.59,0.13,0.54,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,OVCAR-4,0.82,2.64,2.64,1.31,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,SF-268,4.2,10.15,5.88,5.82,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,SF-295,-1.3,-1.8,-2.97,-1.95,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,OVCAR-8,1.42,5.93,4.54,3.95,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,THALIDOMIDE,DB01041,RPMI-8226,3.87,8.39,4.24,3.27,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,UO-31,-3.87,-3.44,-3.81,-2.5,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,CAKI-1,-4.57,-2.11,-15.4,-5.36,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,SN12C,-5.27,-2.49,-7.61,-1,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,OVCAR-5,-2.56,-0.13,-9.37,-3.4,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,NCI-H522,-6.93,-1.96,-9.72,-1.67,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,UACC62,-8.8,-0.76,-12.04,-0.88,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,BT-549,-5.02,-5.58,-16.94,-7.81,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,MDA-MB-468,-0.23,-1.65,-24.01,-2.94,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,T-47D,-7.15,-4.66,-2.19,-2.04,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,U251,-2.05,-2.91,-15.41,-1.86,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,SW-620,-7.26,-1.21,-12.08,-3.47,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,SNB-19,-6.47,-3.25,-10.27,-9.94,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,SNB-75,-1.8,-2.38,-7.65,-7.37,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,SF-539,-8.88,-0.05,-10.96,-0.06,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,OVCAR-8,-5.85,-6.89,-15.65,-7.91,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,OVCAR-4,-7.41,-1.41,-10.72,-2.52,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,NCI-H226,-0.92,-2.1,-11.91,-7.36,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,NCI\\/ADR-RES,-4.18,-8.29,-13.23,-7.99,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,MCF7,-0.27,-4.79,-19.26,-14.45,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,LOX IMVI,-9.64,-6.14,-13.15,-5.09,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,KM12,-3.01,-5.01,-9.55,-4.99,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,HCT116,-1.92,-2.76,-11.46,-1.34,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,HCC-2998,-0.43,-2.1,-14.81,-5.59,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,HCT-15,-4.2,-0.58,-11.24,-3.26,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,ACHN,-3.02,-2.82,-19.06,-2.18,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,786-0,-0.27,-2.75,-17.65,-3.89,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,CARBOPLATIN,DB00958,A498,-5.2,-3.61,-4.69,-2.33,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,SF-539,-0.47,-0.88,-0.9,-1.1,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,SK-OV-3,-1.28,-3.54,-4.02,-2.97,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,U251,-1.46,-4.48,-4.99,-4.05,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,MDA-MB-468,-0.35,-5.36,-8.11,-7.54,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,T-47D,-13.82,-14.75,-10.21,-7.76,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,UACC62,-1.4,-1.55,-1.7,-1.7,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,UO-31,-1.31,-1.87,-2.11,-0.94,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,SK-MEL-2,1.99,6.23,1.67,3.69,1,1,1,1,4,synergy
